category,subcategory,name,rasa_taste,virya_potency,vipaka_post_digestive,properties,dosha_effect,therapeutic_uses,contraindications,condition_disease,treatment_type,formulation_ingredients,preparation_method,dosage,diet_recommendation,lifestyle_recommendation,season,dosha_involved,symptom,prognosis,principle,source_reference,training_prompt,training_response
lifestyle_dinacharya,daily_routine,Exercise (Vyayama),,,,,,"lightness, increased work capacity, digestive fire, reduced fat, strength",,,lifestyle practice,,"Exercise daily but only to half maximum capacity (until perspiration appears on forehead, nose and body). Ideal in morning. Avoid in fever, indigestion, children, elderly",,,"Exercise daily but only to half maximum capacity (until perspiration appears on forehead, nose and body). Ideal in morning. Avoid in fever, indigestion, children, elderly",,,,,"Exercise daily but only to half maximum capacity (until perspiration appears on forehead, nose and body). Ideal in morning. Avoid in fever, indigestion, children, elderly",Su7,What does Charaka Samhita recommend for Exercise (Vyayama)?,"Charaka Samhita recommends: Exercise daily but only to half maximum capacity (until perspiration appears on forehead, nose and body). Ideal in morning. Avoid in fever, indigestion, children, elderly. Benefits: lightness, increased work capacity, digestive fire, reduced fat, strength. Source: Su7."
lifestyle_dinacharya,daily_routine,Bathing (Snana),,,,,,"removes fatigue, promotes Agni, increases Ojas, appetite, life-span",,,lifestyle practice,,"Bathe daily with water appropriate to season; warm water on body, cool or room-temp water on head; cleanses all orifices",,,"Bathe daily with water appropriate to season; warm water on body, cool or room-temp water on head; cleanses all orifices",,,,,"Bathe daily with water appropriate to season; warm water on body, cool or room-temp water on head; cleanses all orifices",Su5,What does Charaka Samhita recommend for Bathing (Snana)?,"Charaka Samhita recommends: Bathe daily with water appropriate to season; warm water on body, cool or room-temp water on head; cleanses all orifices. Benefits: removes fatigue, promotes Agni, increases Ojas, appetite, life-span. Source: Su5."
lifestyle_dinacharya,daily_routine,Sleep hygiene (Swapna vidhi),,,,,,"promotes nourishment of body, rest, mental clarity",,,lifestyle practice,,Sleep on the left side; 7-8 hours at night; avoid daytime sleep except in summer and when diseased. Head toward east or south,,,Sleep on the left side; 7-8 hours at night; avoid daytime sleep except in summer and when diseased. Head toward east or south,,,,,Sleep on the left side; 7-8 hours at night; avoid daytime sleep except in summer and when diseased. Head toward east or south,Su21,What does Charaka Samhita recommend for Sleep hygiene (Swapna vidhi)?,"Charaka Samhita recommends: Sleep on the left side; 7-8 hours at night; avoid daytime sleep except in summer and when diseased. Head toward east or south. Benefits: promotes nourishment of body, rest, mental clarity. Source: Su21."
lifestyle_dinacharya,daily_routine,Natural urges (Non-suppression of Vegas),,,,,,prevents Vata-related diseases; each suppressed urge leads to specific disorders,,,lifestyle practice,,"Never suppress: urination, defecation, flatus, belching, sneezing, yawning, hunger, thirst, tears, sleep, panting (after exertion), vomiting, ejaculation",,,"Never suppress: urination, defecation, flatus, belching, sneezing, yawning, hunger, thirst, tears, sleep, panting (after exertion), vomiting, ejaculation",,,,,"Never suppress: urination, defecation, flatus, belching, sneezing, yawning, hunger, thirst, tears, sleep, panting (after exertion), vomiting, ejaculation",Su7,What does Charaka Samhita recommend for Natural urges (Non-suppression of Vegas)?,"Charaka Samhita recommends: Never suppress: urination, defecation, flatus, belching, sneezing, yawning, hunger, thirst, tears, sleep, panting (after exertion), vomiting, ejaculation. Benefits: prevents Vata-related diseases; each suppressed urge leads to specific disorders. Source: Su7."
lifestyle_dinacharya,daily_routine,Suppression of harmful urges,,,,,,"prevents mental diseases, maintains social and personal health",,,lifestyle practice,,"Suppress: greed, grief, fear, anger, vanity, shamelessness, jealousy, excessive attachment, desire to harm, desire to steal others' property or women",,,"Suppress: greed, grief, fear, anger, vanity, shamelessness, jealousy, excessive attachment, desire to harm, desire to steal others' property or women",,,,,"Suppress: greed, grief, fear, anger, vanity, shamelessness, jealousy, excessive attachment, desire to harm, desire to steal others' property or women",Su7,What does Charaka Samhita recommend for Suppression of harmful urges?,"Charaka Samhita recommends: Suppress: greed, grief, fear, anger, vanity, shamelessness, jealousy, excessive attachment, desire to harm, desire to steal others' property or women. Benefits: prevents mental diseases, maintains social and personal health. Source: Su7."
lifestyle_dinacharya,daily_routine,Seasonal conduct (Ritucharya),,,,,,prevents seasonal accumulation of doshas and related diseases,,,lifestyle practice,,"Adjust diet and lifestyle according to season. Spring: reduce Kapha foods, add pungent-bitter. Summer: cool, light, sweet. Rainy: avoid cold and raw food, use boiled water. Autumn: avoid sour-heavy food, purify. Winter: heavy-nourishing diet",,,"Adjust diet and lifestyle according to season. Spring: reduce Kapha foods, add pungent-bitter. Summer: cool, light, sweet. Rainy: avoid cold and raw food, use boiled water. Autumn: avoid sour-heavy food, purify. Winter: heavy-nourishing diet",,,,,"Adjust diet and lifestyle according to season. Spring: reduce Kapha foods, add pungent-bitter. Summer: cool, light, sweet. Rainy: avoid cold and raw food, use boiled water. Autumn: avoid sour-heavy food, purify. Winter: heavy-nourishing diet",Su6,What does Charaka Samhita recommend for Seasonal conduct (Ritucharya)?,"Charaka Samhita recommends: Adjust diet and lifestyle according to season. Spring: reduce Kapha foods, add pungent-bitter. Summer: cool, light, sweet. Rainy: avoid cold and raw food, use boiled water. Autumn: avoid sour-heavy food, purify. Winter: heavy-nourishing diet. Benefits: prevents seasonal accumulation of doshas and related diseases. Source: Su6."
lifestyle_dinacharya,daily_routine,Use of collyrium (Anjana),,,,,,"prevents eye diseases, strengthens eyes, improves vision",,,lifestyle practice,,Apply medicated eye liner (rasanjana or srotoanjana) to eyes daily or at regular intervals,,,Apply medicated eye liner (rasanjana or srotoanjana) to eyes daily or at regular intervals,,,,,Apply medicated eye liner (rasanjana or srotoanjana) to eyes daily or at regular intervals,Su5,What does Charaka Samhita recommend for Use of collyrium (Anjana)?,"Charaka Samhita recommends: Apply medicated eye liner (rasanjana or srotoanjana) to eyes daily or at regular intervals. Benefits: prevents eye diseases, strengthens eyes, improves vision. Source: Su5."
lifestyle_dinacharya,daily_routine,Medicated smoking (Dhumapana),,,,,,"prevents Kapha diseases, headache, ENT diseases, improves voice and intellect",,,lifestyle practice,,Therapeutic smoking of medicated herbs (not tobacco) through nose; three times daily maximum; 3 puffs each session,,,Therapeutic smoking of medicated herbs (not tobacco) through nose; three times daily maximum; 3 puffs each session,,,,,Therapeutic smoking of medicated herbs (not tobacco) through nose; three times daily maximum; 3 puffs each session,Su5,What does Charaka Samhita recommend for Medicated smoking (Dhumapana)?,"Charaka Samhita recommends: Therapeutic smoking of medicated herbs (not tobacco) through nose; three times daily maximum; 3 puffs each session. Benefits: prevents Kapha diseases, headache, ENT diseases, improves voice and intellect. Source: Su5."
lifestyle_dinacharya,daily_routine,Code of good conduct (Sadvrutta),,,,,,"prevents mental diseases, promotes psychological balance, longevity and social harmony",,,lifestyle practice,,"Worship gods, teachers, elderly; speak truth; be compassionate; control senses; avoid jealousy, greed, anger; associate with virtuous persons; follow ethical code",,,"Worship gods, teachers, elderly; speak truth; be compassionate; control senses; avoid jealousy, greed, anger; associate with virtuous persons; follow ethical code",,,,,"Worship gods, teachers, elderly; speak truth; be compassionate; control senses; avoid jealousy, greed, anger; associate with virtuous persons; follow ethical code",Su8,What does Charaka Samhita recommend for Code of good conduct (Sadvrutta)?,"Charaka Samhita recommends: Worship gods, teachers, elderly; speak truth; be compassionate; control senses; avoid jealousy, greed, anger; associate with virtuous persons; follow ethical code. Benefits: prevents mental diseases, promotes psychological balance, longevity and social harmony. Source: Su8."
lifestyle_dinacharya,daily_routine,Sexual conduct (Brahmacharya guidelines),,,,,,"preserves Ojas, prevents wasting diseases, promotes strength and longevity",,,lifestyle practice,,"Sexual activity: daily in winter, every 3 days in autumn and spring, once per fortnight in summer and rainy season. Never with diseased, menstruating, or inappropriate partners. Preserve ojas",,,"Sexual activity: daily in winter, every 3 days in autumn and spring, once per fortnight in summer and rainy season. Never with diseased, menstruating, or inappropriate partners. Preserve ojas",,,,,"Sexual activity: daily in winter, every 3 days in autumn and spring, once per fortnight in summer and rainy season. Never with diseased, menstruating, or inappropriate partners. Preserve ojas",Su8,What does Charaka Samhita recommend for Sexual conduct (Brahmacharya guidelines)?,"Charaka Samhita recommends: Sexual activity: daily in winter, every 3 days in autumn and spring, once per fortnight in summer and rainy season. Never with diseased, menstruating, or inappropriate partners. Preserve ojas. Benefits: preserves Ojas, prevents wasting diseases, promotes strength and longevity. Source: Su8."
lifestyle_dinacharya,daily_routine,Teeth and oral hygiene,,,,,,"prevents dental diseases, freshens breath, stimulates digestion",,,lifestyle practice,,"Clean teeth with astringent, pungent, bitter twigs (neem, khadira, arjuna) morning and night; scrape tongue; use herbal mouth rinse",,,"Clean teeth with astringent, pungent, bitter twigs (neem, khadira, arjuna) morning and night; scrape tongue; use herbal mouth rinse",,,,,"Clean teeth with astringent, pungent, bitter twigs (neem, khadira, arjuna) morning and night; scrape tongue; use herbal mouth rinse",Su5,What does Charaka Samhita recommend for Teeth and oral hygiene?,"Charaka Samhita recommends: Clean teeth with astringent, pungent, bitter twigs (neem, khadira, arjuna) morning and night; scrape tongue; use herbal mouth rinse. Benefits: prevents dental diseases, freshens breath, stimulates digestion. Source: Su5."
panchakarma,purification_procedure,Vamana (Therapeutic emesis),,,,,Addresses Kapha dosha,"Kapha diseases, respiratory disorders, skin diseases, obesity, poisoning, diabetes (Kapha type)","Vata excess, emaciation, pregnancy, children, elderly, heart diseases","Kapha diseases, respiratory disorders, skin diseases, obesity, poisoning, diabetes (Kapha type)",panchakarma,,"Administer emetic herbs (madanaphala, yastimadhu, rock salt) in milk or sugarcane juice; patient vomits 4-8 times",,"Graduated diet: medicated smoke, rest, gradual return to normal diet over 7 days","Graduated diet: medicated smoke, rest, gradual return to normal diet over 7 days",,Kapha,,,Vamana (Therapeutic emesis) purifies Kapha dosha from body,"Su15, Si6",What is Vamana (Therapeutic emesis) in Ayurveda according to Charaka Samhita? When is it used and how is it performed?,"Vamana (Therapeutic emesis) is a Panchakarma procedure targeting Kapha dosha. Indications: Kapha diseases, respiratory disorders, skin diseases, obesity, poisoning, diabetes (Kapha type). Contraindications: Vata excess, emaciation, pregnancy, children, elderly, heart diseases. Pre-procedure: 3-7 days oleation (snehana) and sudation (swedana). Procedure: Administer emetic herbs (madanaphala, yastimadhu, rock salt) in milk or sugarcane juice; patient vomits 4-8 times. Post-procedure: Graduated diet: medicated smoke, rest, gradual return to normal diet over 7 days. Source: Su15, Si6."
panchakarma,purification_procedure,Virechana (Therapeutic purgation),,,,,Addresses Pitta dosha,"Pitta diseases, skin diseases, liver disorders, jaundice, fever, blood disorders","Vata excess, diarrhea, rectal prolapse, emaciation, children, elderly","Pitta diseases, skin diseases, liver disorders, jaundice, fever, blood disorders",panchakarma,,"Administer purgative herbs (trivrit, haritaki, castor oil) in appropriate medium at appropriate time; patient purges 20-30 times",,"Graduated diet, rest, gradual return to normal diet","Graduated diet, rest, gradual return to normal diet",,Pitta,,,Virechana (Therapeutic purgation) purifies Pitta dosha from body,"Su15, Si6",What is Virechana (Therapeutic purgation) in Ayurveda according to Charaka Samhita? When is it used and how is it performed?,"Virechana (Therapeutic purgation) is a Panchakarma procedure targeting Pitta dosha. Indications: Pitta diseases, skin diseases, liver disorders, jaundice, fever, blood disorders. Contraindications: Vata excess, diarrhea, rectal prolapse, emaciation, children, elderly. Pre-procedure: Oleation 3-7 days, then sudation. Procedure: Administer purgative herbs (trivrit, haritaki, castor oil) in appropriate medium at appropriate time; patient purges 20-30 times. Post-procedure: Graduated diet, rest, gradual return to normal diet. Source: Su15, Si6."
panchakarma,purification_procedure,Basti (Therapeutic enema),,,,,Addresses Vata dosha,"Vata diseases, constipation, joint disorders, neurological disorders, post-delivery care","Ama, fever, indigestion, bleeding from lower tract, diarrhea, Kapha diseases in early stage","Vata diseases, constipation, joint disorders, neurological disorders, post-delivery care",panchakarma,,Unctuous enema (sneha basti): oil-based. Non-unctuous (niruha basti): decoction-based. Administer at appropriate time. Classic: 8 unctuous alternating with 1 non-unctuous,,Rest lying on back for 30-45 min; graduated diet; specific post-enema regimen,Rest lying on back for 30-45 min; graduated diet; specific post-enema regimen,,Vata,,,Basti (Therapeutic enema) purifies Vata dosha from body,"Si8, Su19",What is Basti (Therapeutic enema) in Ayurveda according to Charaka Samhita? When is it used and how is it performed?,"Basti (Therapeutic enema) is a Panchakarma procedure targeting Vata dosha. Indications: Vata diseases, constipation, joint disorders, neurological disorders, post-delivery care. Contraindications: Ama, fever, indigestion, bleeding from lower tract, diarrhea, Kapha diseases in early stage. Pre-procedure: Light oleation and sudation. Procedure: Unctuous enema (sneha basti): oil-based. Non-unctuous (niruha basti): decoction-based. Administer at appropriate time. Classic: 8 unctuous alternating with 1 non-unctuous. Post-procedure: Rest lying on back for 30-45 min; graduated diet; specific post-enema regimen. Source: Si8, Su19."
